stars,comment,title,review_date
1.0,"









  
  
    
  Stopped working after a week of purchase

  
",Worst product,18-Oct-19
5.0,"









  
  
    
  Product = Seems Original, made in Philippines with white edges.Memory= Reflects arround 63+ GB in storage in settings of phone, but arround 58 GB if checked through other means like in storage setting of Chrome. Not checked on PC.Write Speed= Speed fluctuates from 10 MB/s to 60 MB/s, (on average 30 to 40+ MB/s) from phone's internal storage to the card, though it depends on the file system, but it was really very fast. One can easily transfer very huge files in seconds.Packaging = Packaging was decent enough from the seller and as usual from the manufacturer.Card Adapter= Made in China, haven't used it yet.My verdict= Perfectly good and one must go for it.

  
","Perfectly Good, Thanks for the original product.",10-Jun-19
5.0,"









  
  
    
  What can i say about this according to my experience this memory card/sd card is amazing some features of this is01-It is a branded company memory card (Samsung).02-It have a capacity of 59.9gb/64gb.03-Its speed was average.04-It colour was Red.05-Lower price ever in Samsung.06-It is usefull to store videos in 360p form/mode.you can store upto 1200 videos in 360p format.07-Samsung was giving five year guarantee on this memory card.08-Comfortable for mobile phone ie usefull when it has been used in mobile phone.09-Its speed goes upto 55-60mb/s.10-It is mostly durable memory card.11-At the time of transferring files it forces files to move fast.12-Most of the videos are able to store in it because they covers very less space.13-It is class 10 category memory card.All the features which customers desire in memory card/sd card all those are available in this memory card.So if anyone want a good one then he/she must try this, it is one of the best amongst all available in the market.

  
",My choice are always best trust it i am right....,28-Jul-17
5.0,"









  
  
    
  Like the fact that had no problems with the card,just popped it into my phone and it was good to go. Available storage about 63GB. Seems to be original Samsung, card made in Philippines,adapter made in China. It's a relatively new card manufactured in May '19.Smooth HD and 4K UHD video shooting with no stutter or lag. Slow motion vids also work fine. Haven't transferred any files so can't comment but rated read 100 Mb/s and 60 Mb/s write speed should be fast enough for most.Got this after my old Samsung Evo plus 32 GB filled up and expecting this to last for years also. Durable card as it is water/magnet/x-ray proof and can withstand very low or high temperatures. Comes with 10yr warranty and you can trust Samsung,leading manufacturer of storage devices. Though the mrp was 1899/-, got a deal at 700. Definitely good value. No wonder this card comes up top in most reviews.Only wish packaging was improved as it arrived in only a thin plastic cover, but no complaints as product is working fine.😃

  
",Just buy it already,06-Sep-19
5.0,"









  
  
    
  I originally wished to buy a 512GB Micro SD for my Tab but the price is too high right now so instead choose the 256GB card as I already have an identical card installed in my phone with 2yrs with no issues. As expected it is good and installed well.It gives available space as 238GB out of 256GB. If you want to buy a Micro SD card for your mobile device or Camera then this is the most reliable n fastest card out there right now.

  
",As Reliable as it was 2yrs ago🙂,03-May-19
5.0,"









  
  
    
  Good Micro sd card for daily use in the phone.Good for saving photos and running apps.Better than Sandisk and 10 Years warranty.Comes with Adaptor for PC use.Not good for 4k and High-resolution videos.Don't use in D_SLR using an adaptor, it will ruin your camera hardware.Wait for Deal, one can get it for Rs700-Rs750

  
",Best for HD Videos and Mobile apps/Data Storage!!,04-Oct-19
4.0,"









  
  
    
  I use this with my GoPro Hero 7 Backas a secondary option to my SanDisk Extreme (microSDXC, U3, C10, V30).This is a cheap alternative which helps me record 1080p HD videos at 100fpsflawlessly.I definitely recommend this.

  
",ALTERNATE / Secondary Card for daily usage,16-Oct-19
4.0,"









  
  
    
  The packing and card though look original but I am not getting enogh speed . Write speed is only 28-30mbps. I checked it on i7 8th gen laptop with samsung nvme m2 ssd based laptop where computer/OS resources  arr not at all bottelneck for low performance. . It should be at least half of the mentioned speed . Is it counterfeit product ? Can anyone confirm ?

  
",Doubt about the speed performance,04-Dec-18
5.0,"









  
  
    
  Pros1. Nice finish2. Good build quality3. Storage capacity as promised4. Instant detection by mobile.5. Fast read write speed6. Samsung quality promise7. 5 years/ life time warranty8. Comes with adapter. Thumbs up for that.Cons1. I am yet to find one.Verdict:There are other brands also offering same capacity at lower price. I recommend it if you find special prices during offer period. But it's a very good product. Can be bought without any doubt.

  
",I LOVE IT,11-Dec-17
5.0,"









  
  
    
  It is the best memory card and the top speed is 100 MB seconds, but I confirm because there is a 128 GB card in less than 9.9 GB, and a 256 GB card easily under 18 GB, but it is very useful, four times I BoughtThanks for giving 2 time 128 gb 2 time 256 gb.This is the tracked real fastest and high speed micro SDFast and secure delivery service and good return policy

  
",This Is The Original Samsung Evo Pus Micro Sd 256GB.,27-Jan-20
1.0,"









  
  
    
  Fake 128GB micro SD card is sold by Appario Retail Private Ltd. In Amazon.in look at the Picture review its totally Fake by looking at the memory card we can totally differentiate between original and duplicate especially the Golden strip behind the memory card is painted with golden colour which is fake and there is no Manufacturing details behind the memory card which is written in all the memory card and the company name samsung is also totally painted fake.

  
",Fake memory card,03-May-19
