stars,comment,title,review_date
5.0,"









  
  
    
  Pretty good. Best in this range. Transfer speed is also good.

  
",Value of money,01-Jun-19
4.0,"









  
  
    
  I buy it on deal.. And it work's properly

  
",Best buy,25-Oct-19
5.0,"









  
  
    
  No issues with memory  card , it's original Samsung memory card so don't worry about that

  
",Value of Money,25-Oct-19
5.0,"









  
  
    
  Useful product.

  
",Very useful product,24-Oct-19
5.0,"









  
  
    
  Actual storage capacity is higher than what you would expect in a 64 GB storage device. Performance is efficient.

  
",Value for money.,08-May-19
5.0,"









  
  
    
  GRADE 3 WITH GOOD DATA TRANSFER ABILITY

  
",VERY GOOD MEMORY CARD,18-Dec-19
5.0,"









  
  
    
  Good product. Good price.  Working well.

  
",Good buy.,09-Oct-19
4.0,"









  
  
    
  It is very use ful product ,suitable for our DSLR camera ,helping perfect 4k recording videos and photos ,the storage capcity is perfect ,this Samsung memory card really good

  
",I like it,25-Jun-19
4.0,"









  
  
    
  Great product and great deal

  
",Good,04-Dec-18
5.0,"









  
  
    
  Value for money & durable.

  
",Very Good Speed.,11-Dec-17
5.0,"









  
  
    
  As described... solid product, fast transfer.

  
",You can always trust Samsung,09-Jan-20
5.0,"









  
  
    
  Definetely recommended

  
",Value for money!,05-Mar-20
5.0,"









  
  
    
  Very good product

  
",Best for Mobile,29-Apr-19
5.0,"









  
  
    
  I get what i need

  
",Thanks Amazon,26-Oct-19
5.0,"









  
  
    
  Storage as per spec. Value for money & easy to install in j3

  
",Excellent,09-Mar-20
5.0,"









  
  
    
  This product is giving good performance as the storage device for my Dash Cam.

  
",Good reliable product,10-Mar-20
5.0,"









  
  
    
  Best of Memory this price 400 bt delivery charges applicable

  
",Best are enough,09-May-19
1.0,"









  
  
    
  It has only 16 GB storage after 16 it is not acpeting anyting showing notification sd is full iam going to return it please dont purachse it it is totaly waste of money

  
",Dont buy it,19-Feb-19
4.0,"









  
  
    
  Very easy to install and value for money.

  
",Good product,04-Dec-18
5.0,"









  
  
    
  SATISFIED WITH BUYING 5 STARS !!

  
",GREAT BUY,11-Dec-17
5.0,"









  
  
    
  Best in class. Buy it.

  
",Awesome,25-May-19
5.0,"









  
  
    
  Good product read and write speed also good value for moneyGenuine productUsable storage is approx 120 gb

  
",Best choice Samsung EVO plus,03-Aug-19
1.0,"









  
  
    
  I bought it for my personal usage.

  
",Cannot be guaranteed.,09-Nov-19
5.0,"









  
  
    
  You can definitely buy this memory card as it's not like other memory cards who show 50 or 55 GB instead of 64 GB .U can definitely buy this if U want an item worth its price

  
",Worth it 64 GB,18-May-20
1.0,"









  
  
    
  Third class memory card. showing ,corrupted memory card.my all photos and documents has been lost.

  
",Third class Fake memory card.,20-Jul-20
2.0,"









  
  
    
  It's not class 10 as advertised. Can barely handle simple Android apps when used as adopted storage.

  
",Sluggish,01-Nov-19
4.0,"









  
  
    
  I used Samsung evo plus micro SD card,Good Speed, right capacity, overall goodProduct.

  
",Good Product,10-Jul-20
5.0,"









  
  
    
  As per the description and branded at lower cost

  
",Perfect,05-Oct-18
5.0,"









  
  
    
  It's been while since I have been using it. Total value for money and amazon delivered it on time. I have not faced any issues so far.

  
",Value for money,04-Dec-18
5.0,"









  
  
    
  Good so far... bought it 4 months ago and still didnt remove/ restart for any issue(like other cards get unmounted automatically)! So happy now...

  
",Good so far,11-Dec-17
1.0,"









  
  
    
  The capacuty storage is written 32gb but it only has a total storage of 29.80gb plus it does not store the full app mb it only store around 40 percent of the data of the app

  
",Useless product,18-Jun-18
1.0,"









  
  
    
  It's my one of the worst buy it is not working on my tab as it's memory exFatf not compatible with other device rather than Samsung mobile pls avoid buying

  
",Worst buy,04-Jan-18
5.0,"









  
  
    
  As  I buy during festive season @₹499 most affordable &best products!!!

  
",Best Samsung sd card.,23-Jan-20
5.0,"









  
  
    
  Always the great Samsung!

  
",Great!,13-Feb-19
5.0,"









  
  
    
  best memory card by amazonvery chip ratei purchased at 500packing is so goodcoping speed average 21mbps to 22mbps

  
",best memory card,12-Oct-18
4.0,"









  
  
    
  poor storage capacity as it may be defective

  
",good,11-Oct-19
1.0,"









  
  
    
  bad

  
",bad,26-Oct-18
1.0,"









  
  
    
  I have recieved a corrupted card and thing so this is an original samsung product. Just look at the photos the print is faded.So i recommended to all don't waste money on this product.

  
",Very very poor work amazon.,04-Dec-18
5.0,"









  
  
    
  Very good. Speed also higher than sandisk.

  
",First but good price SD card,04-Dec-18
1.0,"









  
  
    
  i was enjoying this product, no issue, but sudden shown corrupted, i saw at the time of unpacking 10 years warranty, but unable to find how and where

  
",guarantee advice must be guided,14-May-19
5.0,"









  
  
    
  Thanks Samsung. One more feather in your cap.

  
",Excellent.,11-Dec-17
5.0,"









  
  
    
  Genuine Product. Using in my android device. Happy with it.

  
",Genuine,16-Mar-19
3.0,"









  
  
    
  The card was genuine but i don't know when i play a songs in my mi a1 which has the capacity of running128 gb memory card the song was just getting stuck in between.

  
",Memory card is not supporting entirely in Mi A1,09-May-19
3.0,"









  
  
    
  Very nice product

  
",Good product,14-Dec-17
5.0,"









  
  
    
  It's really good for smartphone.& good for action camera also.

  
",Good,21-Dec-19
5.0,"









  
  
    
  Thank you Amazon. Value for money card at a great price

  
",Value for money,04-Dec-19
5.0,"









  
  
    
  I got it from my mobile and it's working fine.

  
",Value for money,20-Feb-20
1.0,"









  
  
    
  Got corrupted in about 2 months. Cant format it now and seems to be useless. My phone stopped booting randomly, when removed this card worked just fine. Was my first Samsung card and now will be last. Lost important files and photos.

  
",Low quality product,22-Aug-19
1.0,"









  
  
    
  Do not buy ....fake not original

  
",Fake,07-Dec-19
5.0,"









  
  
    
  Very good product easy to install provides 28.5gb of storage very good product at reasonablr price after 1 year use it is perfect not corrupted yet and eorking fine

  
",Must buy reasonable price,11-Dec-17
2.0,"









  
  
    
  Poor quality product

  
",Medium,12-May-19
4.0,"









  
  
    
  Easy to install and worth for money

  
",Nice,08-Jul-19
5.0,"









  
  
    
  good one, class 10 card with good transfer rates, perfect fit for raspberry pi

  
",Good one,16-Jan-20
5.0,"









  
  
    
  No complaint against this product.

  
",Fine product.,22-Nov-19
5.0,"









  
  
    
  Good deal

  
",Value for money,24-Jul-18
5.0,"









  
  
    
  Very happy.This product is very stable and very smoothly running. Very quality product.

  
",Have a this proudly.,14-Jul-19
2.0,"









  
  
    
  As the product I had purchased on November 2017 , 3 months ago & it has under warranty of 10 years . The product is not working. What shall I do. Please guide me.

  
",Five Stars,26-Jan-20
1.0,"









  
  
    
  Got defective card and had to return it.

  
",Poor quality check,28-Dec-19
4.0,"









  
  
    
  Working as usual like normal purchase....Trnsfr speed is good....

  
",Good,04-Dec-18
5.0,"









  
  
    
  Very satisfied performance, using it since jan 2019 speed of tranfer is app. 30 mbps.Gives capacity of almost 64gbBetter product for use

  
",Better product,04-Dec-18
2.0,"









  
  
    
  Speed is very low.

  
",Speed is very slow.,04-Dec-18
5.0,"









  
  
    
  Storage is betterDuabity.  It is too early opinne about.

  
",SamsungEVO plus,11-Dec-17
1.0,"









  
  
    
  My memory card is damaged within warranty period, where to claim i don't know.....No information is mentioned

  
",Damaged within warranty period,07-Mar-20
5.0,"









  
  
    
  Good

  
",Ok,27-Nov-18
5.0,"









  
  
    
  Nice and original product

  
",Original,11-Dec-17
5.0,"









  
  
    
  value for money

  
",value for money,30-Nov-19
5.0,"









  
  
    
  Good quality. Speed is high

  
",Genuine product,01-Mar-20
5.0,"









  
  
    
  I have a retired phone and I install my new apps into this sd card. There is no lag in app opening. Got genuine product.

  
",Blazing fast.,14-Nov-19
5.0,"









  
  
    
  Excellent product. 5 star

  
",Excellent quality as usual from Samsung!,14-Jan-20
5.0,"









  
  
    
  The best in class....A top quality product for a top most producer......Thanks to Samsung and Amazon for providing such a quality product at this price......

  
",The best in class...,26-Oct-19
5.0,"









  
  
    
  The best micro sd card available. The one I ordered was defective so Amazon exchanged it at no extra cost. Thanks to Amazon and the replacement unit is too fast. Highly recommended and ni complaints 😍😍😎😎😬

  
",Awesome product,30-Aug-19
5.0,"









  
  
    
  Very Good. Very very useful

  
",Good,10-Jul-19
4.0,"









  
  
    
  Good

  
",Good,26-Aug-17
4.0,"









  
  
    
  In store the price of this memory card is to high in amazon its best value i Relly like that. You can buy if you want medium storage for your device.

  
",Nice,04-Dec-18
5.0,"









  
  
    
  Very Fantactic and useful product.Storage capacity excellent.

  
",Samsung evo plus,11-Dec-17
4.0,"









  
  
    
  nice product...

  
",nice,07-Nov-19
5.0,"









  
  
    
  Speed of a SD card is amazing as it is class 10 memory card and i like very much about it is, faster delivery

  
",Quicker delivery,01-Jan-19
4.0,"









  
  
    
  Good quality but average

  
",Average performance,18-Jul-20
5.0,"









  
  
    
  Price could be little less

  
",New storage benchmark,23-Sep-19
5.0,"









  
  
    
  Using  it for a month doesn't think there is any issue

  
",Good,03-Nov-19
5.0,"









  
  
    
  Good product for your

  
",Nice,04-Dec-18
5.0,"









  
  
    
  Happy with the product

  
",Good,11-May-20
5.0,"









  
  
    
  working very good original product. but speed is not good yar

  
",very nice product,07-Mar-20
5.0,"









  
  
    
  4 card i have purchased . All prrforming best. First one almost 2 years before.

  
",Must go for memory card,04-Jun-20
1.0,"









  
  
    
  Don't buy this. Fraud. Just a plastic. Not working.  No Correct serial no.

  
",Don't buy.  It's a scam.,20-Dec-18
5.0,"









  
  
    
  IT WAS JUST MORE THAN IWHAT I EXPECTED.ITS WRITING SPEED IS AWESOME EITHER YOU USE IT WITH SMARTPHONE OR DSLR OR ACTION CAMERA,ETC. PERFORMANCE IS VERY SATISFYING AND THE MAIN THING IS THAT IT DOESN'T GET HEATED.

  
",WORTH BUYING PRODUCT,18-Sep-18
4.0,"









  
  
    
  The product is good, speed is  fine .im not sure if it transfers in 95mbps but the speed is better than the normal ones in the 3.0 USB port.

  
",A good one on the whole,04-Jul-20
5.0,"









  
  
    
  Nice

  
",Nice,11-Dec-17
4.0,"









  
  
    
  It's a really good, fast enough memory card for smartphones, camcorders etc. It is reliable.

  
",Really good reliable memory card,22-Jan-20
5.0,"









  
  
    
  I just use it from last 3 days... And it's perfectly fine till now...  Easy to use and it has full storage... Can't tell about durable or not because i am reviewing it only after three days..

  
",Good... Buy it..,05-Mar-20
5.0,"









  
  
    
  The speed of transfer is fast and that is what was needed

  
",Fast processing speed,20-Apr-18
4.0,"









  
  
    
  After 85gb+ my camera starts giving warning about card failure or memory not sufficient and like that.

  
",... warning about card failure or memory not sufficient and like that.,27-Feb-19
3.0,"









  
  
    
  not good not bad

  
",its ok,28-Dec-18
5.0,"









  
  
    
  Been using it for over 6 Months now. Works like a charm - fast and accurate! Value for Money!

  
","Works like a charm, right out of the Box!",01-Feb-18
4.0,"









  
  
    
  Good speed for upload & download..

  
",Go for it,12-Nov-19
5.0,"









  
  
    
  Great product........

  
",Great product.......,20-Oct-18
1.0,"









  
  
    
  I have received a duplicate memory card , this is made in China . Mostly samsung memory cards are made in philippines.

  
",Received duplicate item,27-Aug-19
5.0,"









  
  
    
  Easy and perfect fit

  
",Nice product,30-May-19
4.0,"









  
  
    
  Works superb

  
",Excellent product,11-Feb-19
5.0,"









  
  
    
  Ok

  
",Ok,11-Dec-17
1.0,"









  
  
    
  Please don't buy this product with in 30 days it has been corrupted. Wasrage of money

  
",Pathetic product,09-Dec-19
5.0,"









  
  
    
  Very good product.. i like Samsung band 10year koy problem neyhi hotha

  
",Excellent product,18-Jun-20
5.0,"









  
  
    
  Amzing prodect...rocking...i use this me morey card...working so fast

  
",Value for money prodect,23-Sep-19
5.0,"









  
  
    
  Its Samsung just go for it

  
",Great buy,20-Nov-19
5.0,"









  
  
    
  The best data transfer speed.....! Good packaging and fast delivery. The Genuine product.

  
",Genuine product,26-Aug-19
4.0,"









  
  
    
  More cost less storage

  
",More cost less storage,03-Mar-20
5.0,"









  
  
    
  No complaints

  
",Good one,28-May-19
4.0,"









  
  
    
  It is the good quality memory card from samsung  copying speed as promised on the advertisement you can use it in your camera for with fast shutter speed

  
",Value for money,05-Feb-20
5.0,"









  
  
    
  It's working as expected, but the the storage size I got was 119 GB

  
",Great but only 119 GB,04-Dec-18
4.0,"









  
  
    
  Speed is good. Storage is good. Delivery excellent.

  
",May buy,11-Dec-17
5.0,"









  
  
    
  Storage capacity is good. Reading and Writing speed is as good as expected. Very easy to install. You just have to format the card on the first time.

  
",Good product to buy,22-Mar-19
5.0,"









  
  
    
  Using in GoPro... Fast, no issues

  
",Value for money,09-Mar-19
1.0,"









  
  
    
  Totally rubbish. Its get corrupted within 2 months and I lost my all data. It is like ""chale to chand tk ya fir ghr to bhi nhi ""

  
",Totally rubbish,25-May-19
3.0,"









  
  
    
  Serves the purpose.

  
",Serves the purpose.,07-Jul-19
5.0,"









  
  
    
  i love this product

  
",best product,05-Feb-19
5.0,"









  
  
    
  Excellent sd card

  
",Excellent sd card,09-Nov-17
5.0,"









  
  
    
  Great transferring speed and very cheap to buy.

  
",Good product,27-Jul-20
5.0,"









  
  
    
  Happy with product

  
",Good,29-Oct-19
4.0,"









  
  
    
  Value for moneyEasy to install

  
",Great,04-Dec-18
1.0,"









  
  
    
  Memory card is good but it takes too much time to cut & paste in itself.

  
",Don't buy,11-Dec-17
5.0,"









  
  
    
  Very good

  
",Nice,22-Aug-19
5.0,"









  
  
    
  It have exact 31.96 GB...and written as made in china on back side of memory card and the packaging also,,as I know Samsung memory card made in Phillipines,,,

  
",Good speed but I confused it's fake or real about storage capacity,24-Oct-19
1.0,"









  
  
    
  the memory card is fail.i want to replace it.because the product warranty pried is running.

  
",fail the product,07-Jan-20
4.0,"









  
  
    
  32 gb but functional is 29 gb !! But us good

  
",Can buy,15-Oct-18
5.0,"









  
  
    
  Working like a charm.

  
",Value for money,24-Sep-19
5.0,"









  
  
    
  Amaizing product. Works fine.But On Amazion.in is written on description of a memory card is for IN (India) but actually it was APC ( don't know which country)...There was a label back side of the memory packet when I removed it there was lots of chinese words...

  
",DON'T know REAL or FAKE,04-Dec-18
5.0,"









  
  
    
  Good... Original...

  
",Original,15-Feb-20
1.0,"









  
  
    
  If it is sold by famed company does not mean it is a good product. Always disappointing me. I am done with samsung. The card got irresponsive after 60 days.

  
",Not even worth a chavanni.,05-Oct-19
2.0,"









  
  
    
  Adapter is not working from 1st day. Memory card is only supported in My Redmi 4 Phone after formatting it in phone. After removing if i reinsert it, it again asks for format. It is not working without formatting after inserting in mobile.

  
",Not Supported in My Lyf Wind Phone.,01-Nov-19
4.0,"









  
  
    
  I used it nearly 6 month before comment but no problem at all. It is working very fast. Copy past speed also very fast. It a grate & original product by Samsung. Every body needs who wants to by 128 GB micro sd memory card

  
",Amousing Product,11-Dec-17
5.0,"









  
  
    
  Excellent product from the seller packaging was nice and I have four evo plus cards and the service from Samsung is nice I had changed many times damaged  cards from service centres.

  
",Nice product,09-Feb-18
5.0,"









  
  
    
  Very much useful for hd video recording

  
",Nice,15-Jan-18
5.0,"









  
  
    
  Good one ✌️

  
",Go for it!!,14-Dec-17
1.0,"









  
  
    
  I received a fake/dead card, it was not even getting detected on my phone meanwhile my other card did got detected.

  
",Received a fake/dead card,29-Apr-19
5.0,"









  
  
    
  Durability not known.Water resistance not known.Works well.

  
",Useful product.,26-Nov-19
5.0,"









  
  
    
  Ideal storage capacity.

  
",Good,09-Jul-17
5.0,"









  
  
    
  It's a Class 10 and U3 spec which means it won't perform below 30mb/s, it will always be higher than 30mb/s... Performs very well in my Galaxy Note 9

  
",The best in class SD Card,04-Dec-18
5.0,"









  
  
    
  Working fine with my Raspberry Pi, no problems with speed. Fast delivery too!

  
",Genuine Product,10-Sep-18
4.0,"









  
  
    
  The best i like is it's reading speed and price but the writing speed low at 20MB/s.

  
",Best at price,26-Aug-19
1.0,"









  
  
    
  I bought this product in October 2017. It has a 10 years warrenty on it. But the card I bought got corrupt in less than one and a half year. I want to return this one and need a replacement.

  
",Card got corrupt in one year only.,11-Dec-17
1.0,"









  
  
    
  Write speed is 20 mbpsRead spead is 95 mbpsStay away from this product if you want to record good quality 4K video.

  
",Not suitable for 4K Video,07-Feb-19
5.0,"









  
  
    
  It's only 29. Something storage which is good in 32GB storage

  
",Value for money hundred on hundred,19-Feb-19
1.0,"









  
  
    
  Very much disappointed in item.. it is shown as low space for the card when it is inserted.. nevr had such an experience frm Amazon pdts before.. really disappointed..

  
",Disappointed,25-Jul-18
4.0,"









  
  
    
  👍satisfactorily product

  
",Good product,27-Jul-19
1.0,"









  
  
    
  Wrongly  products deleveraging instead 64 GB card, nutrin supplementary products,very and experience

  
","Wrongly products deleveraging, instead  memory card ,deleveraging supplementary products,",16-Nov-19
4.0,"









  
  
    
  After few days Memory card creates thumbnail.  Photos are disable then.  😭

  
",Ok,05-Jan-20
4.0,"









  
  
    
  It's working good almost month now. But the price keep changing

  
",It's ok,19-Sep-19
5.0,"









  
  
    
  Best Best Best

  
",Best Deal ...,26-Jul-18
5.0,"









  
  
    
  Value for money and excellent productJust insert and forget it for ever

  
",Insert and forget forever,04-Dec-18
1.0,"









  
  
    
  Very bad productAnd no response from the company

  
",Bad product,04-Dec-18
4.0,"









  
  
    
  Everything is perfect...ShippingPackagingOn time delivery

  
",No doubt in performance quality,11-Dec-17
5.0,"









  
  
    
  The product is sent by you is simply superb

  
",Thank you Amazon,01-Jul-20
4.0,"









  
  
    
  Good choice

  
",Good product,30-Jul-17
5.0,"









  
  
    
  Good quality ..i used it more than a year ..no compliant

  
",Good durability,29-Mar-19
5.0,"









  
  
    
  Buy Now.  If you need Space.

  
",Buy for the Space.  It is a good Product.,01-Dec-19
5.0,"









  
  
    
  I really proud to use every samsung products. all samsung products are differentiated than other brands product .....it is awesome....very well worthy....

  
",Awesome...,05-Dec-18
5.0,"









  
  
    
  Excellent Product, must buy. Value for money

  
","Excellent Product, must buy. Value for money",10-Oct-19
4.0,"









  
  
    
  its Good as well with an average writing speed. I think it'll run well.

  
",Good one,03-Oct-19
5.0,"









  
  
    
  Awesome

  
",Awesome,18-Mar-19
5.0,"









  
  
    
  Read60Write100

  
","Uhs 1  , writing speed 60 mbps",11-Dec-17
5.0,"









  
  
    
  Great quality. This is my third card of this type. Works perfectly with sjcam5000x

  
",This is great,11-Nov-18
5.0,"









  
  
    
  Getting good performance 👍💪👍👌

  
",Very nice,24-Sep-19
5.0,"









  
  
    
  Nice reading speed as well as transfer speed . Really awesome product by Samsung . Thanks for such a product.

  
",Use it then tell how is it!,15-Nov-19
1.0,"









  
  
    
  Extremely slow. No use of 128 gb. I'm very disappointed with it's slowness.

  
",Very Slow,21-Aug-19
1.0,"









  
  
    
  I bought 128 gb memory card and it shows only 119 gb free instead of 128 gb memory where the 9 gb was used space want my refund

  
",Not actual size shows of memory card,02-Nov-19
4.0,"









  
  
    
  Good.

  
",Good quality product.,26-Mar-19
5.0,"









  
  
    
  Good product.Using it regularly.

  
",Samsung EVO Plus memory card,10-Oct-19
4.0,"









  
  
    
  The data transfer rate is quite slow.. 😏

  
",Great deal,25-Jan-20
5.0,"









  
  
    
  Product is good,did not face any issue in installing in mobile.

  
",Nice product,04-Dec-18
5.0,"









  
  
    
  still working good and fast, no problem

  
",best,11-Dec-17
5.0,"









  
  
    
  Work fine

  
",Memory cards,20-Mar-20
5.0,"









  
  
    
  Good product prompt delivery. Am using it and have no trouble with it as of now. Good product for a good price.

  
",Good Product,20-Apr-18
3.0,"









  
  
    
  The price according to the market now a days is is bit too expensive... However I have no clue if there is any difference in the quality of the product.

  
",This product serves the purpose.,21-Jul-20
4.0,"









  
  
    
  Good one

  
",Good,28-Oct-17
1.0,"









  
  
    
   Just checked today as I was out of station. Product not working. Heating up .Return window closedWhat can be done

  
",Samsung needs to quality check before sending the product to customer. Shameful experience,12-Aug-19
4.0,"









  
  
    
  Value for money. Gifted to my wife on her birthday so that her phone can have sufficient memory to store photos. No issues observed in almost one year.

  
","Good product, value for money",03-Mar-20
1.0,"









  
  
    
  Write speed 10-15 mb/secRead speed up to 19 mb/sec

  
",One Star,10-Aug-19
4.0,"









  
  
    
  Great for HERO 7 ha described in GoPro website.

  
",WORKS FOR GOPRO HERO 7,11-Nov-18
1.0,"









  
  
    
  Item not working in 1 month time..anyway I m trying to replace it

  
",Item not working,04-Dec-18
5.0,"









  
  
    
  Samsung  EVO Plus,its a very nice product and value for the money pakage.Please keep Original wrapper to claim warranty in future.

  
",Go For it A perfect and fast SD card by Samsung,11-Dec-17
5.0,"









  
  
    
  Product is really awesome... I like Samsung's 10 years warranty. Loved it! But, the price could be a bit low - around 450Rs.

  
",Terrific Purchase!,27-Dec-19
5.0,"









  
  
    
  Great purchase.... Worth the money

  
",Awesome product,19-Aug-17
5.0,"









  
  
    
  Wooow......great excited

  
",Excellent product,16-Jun-20
5.0,"









  
  
    
  Bought for my brother and he is using it for almost a year.great product from amazon.

  
",Gift for my brother,03-Mar-20
4.0,"









  
  
    
  The Maximum File Transfer Speed is 44Mb/second for videos and for other files it is 16-20Mb/sec

  
",Four Stars,13-Jan-20
4.0,"









  
  
    
  It's good..I got it for 725.. happy with this product

  
",Good,04-Aug-18
5.0,"









  
  
    
  Does what is supposed to do

  
",Ok product,16-Jul-17
4.0,"









  
  
    
  Awesome quality delivered on time, the products works smoothly with my action camera the reading speeding is fine but revording speed is really good. happy with the product.

  
",Awesum for this price range.,10-May-19
4.0,"









  
  
    
  Undoubtedly the best.

  
",Great!,04-Dec-18
4.0,"









  
  
    
  Samsung makes best storage options and this is no exception. Easy toInstall and comes with regular size SD card reader. Overall great value.

  
",As expected a nice SD card from Samsung,11-Dec-17
5.0,"









  
  
    
  Very good product. I am using it for last six months but no disturbance is given by the product.

  
",A good memory card.,21-Mar-20
4.0,"









  
  
    
  I got this product in good condition the only thing that bugs me that the packaging says it's made in Philippines but both the adapter and the SD card is made in China, overall it's a good product at genuine price at ₹500/-

  
",Great deal at good price,27-Jan-19
5.0,"









  
  
    
  Good sd card

  
",Good,12-Aug-19
5.0,"









  
  
    
  Samsung is better thn sandisk or any other brand

  
",Better thn others,04-Nov-18
1.0,"









  
  
    
  I received and it's showing 3gb instead of 32 Gb

  
",Wrong product,09-Nov-19
5.0,"









  
  
    
  Great item. I actually have four of them now.Storage capacity is as mentioned, speed is good. Happy to own it.

  
",Very good,04-Feb-18
5.0,"









  
  
    
  Dunia storage

  
",Buy it,24-Nov-19
5.0,"









  
  
    
  Humongous space for mobile memory... Best in class and it is ultra high speed 3rd (UHS3) better than class 10... Also genuine product

  
",Totally satisfied,27-Feb-19
5.0,"









  
  
    
  Excellent product

  
",Good,04-Dec-18
5.0,"









  
  
    
  Best for smartphone expendable memory options

  
",Nice working,11-Dec-17
5.0,"









  
  
    
  I have bought from rediff bazar and lost money of 1100 rs .But after a long gap a bought this product and I have been using since 6 months , it is nice product.

  
",Nice product,10-Oct-19
5.0,"









  
  
    
  No problems whatsoever so far. Been using since 3 months, in my Moto G5 Plus phone.

  
",Five Stars,21-Aug-19
5.0,"









  
  
    
  Nice product with best backup memory. It is best for its value.Long life product I use for 3 years.

  
",Best product of amazon,14-Aug-19
4.0,"









  
  
    
  Great class 10 memory card by Samsung which is waterproof, magnetproof.The speed is amazing 95mb/s.

  
",Great class 10 samsung memory card,06-Aug-17
1.0,"









  
  
    
  The product is not what it tells . Coping speed is very slow.It said that 100mbps but actually it works like an 10 mbps.I think on the name of original they provide duplicate product.

  
",Speed is not like 100 mbps,20-Jul-20
5.0,"









  
  
    
  Nothing to complain it does the work and has nice transfer speed which is satisfying for me

  
",Very good product,22-Jun-20
5.0,"









  
  
    
  .Excellent productCars Reading speed is goodStorage space is 32 gb

  
",.Excellent product,15-Sep-19
4.0,"









  
  
    
  Product is excellent, but high price !

  
",Good one,02-Mar-20
5.0,"









  
  
    
  This is used as extra GB by inserting in to Laptop which is working perfectly.

  
",Five Stars,04-Dec-18
5.0,"









  
  
    
  Good Product

  
",Good Product,04-Dec-18
5.0,"









  
  
    
  Excellent, superb build quality. Water proof, magnet proof, heat proof. Comes  with an adaptor also. Upload and download speed is awesome. Thanks for samsung.

  
",Worth it.,11-Dec-17
5.0,"









  
  
    
  gud speed upto 80mbps on pc & 54mbps on mobile, good for 4 k recording, using in s9plus.

  
",good for 4 k recording,24-May-18
5.0,"









  
  
    
  Excellent Quality and no issues what so ever using since last 1 month

  
",Excellent,11-Apr-18
1.0,"









  
  
    
  Fake product...Bought 2 from a seller named blr (id remember exactly)Both were fake...Plus its written MADE IN TAIWAN on sd card and MAND IN KOREA on surface 😂

  
",FAKE PRODUCT!! BEWARE,25-Jul-18
1.0,"









  
  
    
  i registered this on samsung it shows out of warranty

  
",warranty issues,16-Nov-17
5.0,"









  
  
    
  Card is great. But inataling in a phone is lil bit pblm.

  
",Nice one.,10-Aug-19
3.0,"









  
  
    
  Good quality product. But keep that packaging don't throw it away. I corrupted the card after 3 months of use and can't claim for warranty to Samsung. Otherwise they send you the new one.

  
",Don't throw away the packaging,16-Dec-18
5.0,"









  
  
    
  Bought this item twice for different phones. No need to think before buying this product. Blindly buy it, it's that good.

  
",Excellent,04-Dec-18
5.0,"









  
  
    
  The read and write speeds are commendable. Product comes with an adapter.

  
",Good deal,05-Jun-18
1.0,"









  
  
    
  My phone is not working this sim card is not solving problems with storage because photos and media files can be stored or transferred but not application

  
",Bad experience,11-Dec-17
5.0,"









  
  
    
  Good

  
",Good,05-Nov-19
1.0,"









  
  
    
  I book this one samsung evo ➕ 32Gb memory card..but he deleverd sandisc 16Gb memory card..

  
",He got just mistak,15-Mar-20
5.0,"









  
  
    
  This is too good and easy to use and quality of this product was too good

  
",This product is super,13-Feb-20
4.0,"









  
  
    
  I like it

  
",Good,14-May-19
5.0,"









  
  
    
  The price is nice.. very low than offline market. Everything is same as offline market. Genuine product. Worth it.

  
",Price is cheaper,14-Nov-18
4.0,"









  
  
    
  Good

  
",Good,04-Dec-18
5.0,"









  
  
    
  Good Storage Capacity , Read and Write Speed is Fastly 30mb,GOOD PRODUCT

  
",Good Product,08-Oct-18
5.0,"









  
  
    
  Been using it more than a month feels far and responsive

  
",So far so good,19-Dec-18
1.0,"









  
  
    
  I got the defective item. Its not working when i put it in mbl. They replaced it. But after 5 months creating issue.. not working well and hang my system when I put it lappy....

  
",Bad experience with it,29-Feb-20
5.0,"









  
  
    
  Working great with my Canon Powershot SX540 HS Digital Camera.

  
",Great,11-Dec-17
5.0,"









  
  
    
  Best one in market, I actually remove it from the phone nearly 2 times a day eventhough it doesn't show any bugs, fastest read and copy , actually love it

  
",Review after long usage.,31-Dec-19
5.0,"









  
  
    
  Best memory card. Not even single problem from many years

  
",Very good product,27-Oct-17
5.0,"









  
  
    
  GOOD AND AUTHENTIC PRODUCT, PACKAGING IS ALSO GOOD.FULLY SATISFIED!!!

  
",AUTHENTIC PRODUCT,10-Jan-20
5.0,"









  
  
    
  No any trouble facing. Working well. Transfer speed quite low, although it's ok.

  
",Good product.,17-Aug-19
5.0,"









  
  
    
  !worth for money and good delivery

  
",Speedy delivery without damaging,18-Dec-19
5.0,"









  
  
    
  Nice & descent product at a good price.

  
",Good product at a great price,11-May-20
5.0,"









  
  
    
  Get 29.8 GB

  
",Ok,07-Jul-19
3.0,"









  
  
    
  I got only 239 gb however in the packet it is written 256 gbThe wrting speed is also slow it cannot touch 100 mbps

  
",Average,04-Dec-18
5.0,"









  
  
    
  samsung sd card is always trusted product but only one mistake is the card adapter lock not work

  
",amazing built in quality produt,04-Dec-18
5.0,"









  
  
    
  You got to format it for usage.. other than that it's worth every penny.. original product..transfer speed is phenomenal

  
",Good one.. Original piece..go for it,23-Jan-20
5.0,"









  
  
    
  It is serving as it is ment for.

  
",Worth value @ Rs.700+,11-Dec-17
5.0,"









  
  
    
  A very excellent product. Great speed. My only regret is that I couldn't buy it at a good deal.

  
",Five Stars,05-Aug-20
